Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Channel7,Channel8
,,,,,1023
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,435
,,,435
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,435
,,,435
,,,,1151
,,,,1151
,,,,,1021
,,,,,1021
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1042
,,,,,1042
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2303
,2303
,,1151
,,1151
,,,448
,,,448
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2364
,2364
,,1151
,,1151
,,,448
,,,448
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1151
,,,,1151
,,,,,1022
,,,,,1022
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2364
,2364
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1022
,,,,,1022
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,434
,,,434
,,,,1151
,,,,1151
,,,,,1040
,,,,,1040
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2362
,2362
,,1151
,,1151
,,,433
,,,433
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1183
,,,,1183
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,437
,,,437
,,,,1151
,,,,1151
,,,,,1043
,,,,,1043
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,435
,,,435
,,,,1151
,,,,1151
,,,,,1045
,,,,,1045
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2381
,2381
,,1151
,,1151
,,,435
,,,435
,,,,1178
,,,,1178
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2381
,2381
,,1151
,,1151
,,,440
,,,440
,,,,1151
,,,,1151
,,,,,1046
,,,,,1046
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,435
,,,435
,,,,1183
,,,,1183
,,,,,1054
,,,,,1054
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,435
,,,435
,,,,1183
,,,,1183
,,,,,1051
,,,,,1051
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2259
,2259
,,1151
,,1151
,,,435
,,,435
,,,,1151
,,,,1151
,,,,,1053
,,,,,1053
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,435
,,,435
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2365
,2365
,,1151
,,1151
,,,432
,,,432
,,,,1180
,,,,1180
,,,,,1014
,,,,,1014
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1176
,,,,1176
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1178
,,,,1178
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2365
,2365
,,1151
,,1151
,,,432
,,,432
,,,,1179
,,,,1179
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1055
,,,,,1055
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1183
,,,,1183
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1183
,,,,1183
,,,,,1041
,,,,,1041
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2366
,2366
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1151
,,,,1151
,,,,,1040
,,,,,1040
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2381
,2381
,,1151
,,1151
,,,435
,,,435
,,,,1191
,,,,1191
,,,,,1055
,,,,,1055
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,436
,,,436
,,,,1200
,,,,1200
,,,,,1055
,,,,,1055
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1196
,,,,1196
,,,,,1051
,,,,,1051
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2383
,2383
,,1151
,,1151
,,,433
,,,433
,,,,1191
,,,,1191
,,,,,1043
,,,,,1043
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1183
,,,,1183
,,,,,1072
,,,,,1072
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,437
,,,437
,,,,1203
,,,,1203
,,,,,1072
,,,,,1072
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,435
,,,435
,,,,1200
,,,,1200
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1200
,,,,1200
,,,,,1061
,,,,,1061
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1200
,,,,1200
,,,,,1041
,,,,,1041
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1183
,,,,1183
,,,,,1055
,,,,,1055
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1200
,,,,1200
,,,,,1071
,,,,,1071
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1212
,,,,1212
,,,,,1066
,,,,,1066
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1206
,,,,1206
,,,,,1068
,,,,,1068
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1190
,,,,1190
,,,,,1072
,,,,,1072
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1206
,,,,1206
,,,,,1063
,,,,,1063
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1190
,,,,1190
,,,,,1063
,,,,,1063
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1208
,,,,1208
,,,,,1063
,,,,,1063
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2380
,2380
,,1151
,,1151
,,,432
,,,432
,,,,1200
,,,,1200
,,,,,1067
,,,,,1067
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,434
,,,434
,,,,1200
,,,,1200
,,,,,1072
,,,,,1072
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1223
,,,,1223
,,,,,1072
,,,,,1072
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1205
,,,,1205
,,,,,1055
,,,,,1055
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1216
,,,,1216
,,,,,1055
,,,,,1055
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,435
,,,435
,,,,1216
,,,,1216
,,,,,1071
,,,,,1071
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,436
,,,436
,,,,1216
,,,,1216
,,,,,1075
,,,,,1075
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1200
,,,,1200
,,,,,1072
,,,,,1072
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1200
,,,,1200
,,,,,1055
,,,,,1055
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2362
,2362
,,1151
,,1151
,,,432
,,,432
,,,,1201
,,,,1201
,,,,,1055
,,,,,1055
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2366
,2366
,,1151
,,1151
,,,435
,,,435
,,,,1195
,,,,1195
,,,,,1055
,,,,,1055
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1200
,,,,1200
,,,,,1051
,,,,,1051
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1210
,,,,1210
,,,,,1055
,,,,,1055
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1191
,,,,1191
,,,,,1052
,,,,,1052
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1200
,,,,1200
,,,,,1069
,,,,,1069
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1202
,,,,1202
,,,,,1053
,,,,,1053
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,434
,,,434
,,,,1220
,,,,1220
,,,,,1054
,,,,,1054
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1208
,,,,1208
,,,,,1055
,,,,,1055
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1200
,,,,1200
,,,,,1052
,,,,,1052
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,435
,,,435
,,,,1200
,,,,1200
,,,,,1054
,,,,,1054
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2384
,2384
,,1151
,,1151
,,,435
,,,435
,,,,1201
,,,,1201
,,,,,1072
,,,,,1072
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1200
,,,,1200
,,,,,1050
,,,,,1050
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,437
,,,437
,,,,1195
,,,,1195
,,,,,1055
,,,,,1055
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1196
,,,,1196
,,,,,1040
,,,,,1040
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,434
,,,434
,,,,1194
,,,,1194
,,,,,1052
,,,,,1052
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2383
,2383
,,1151
,,1151
,,,438
,,,438
,,,,1200
,,,,1200
,,,,,1052
,,,,,1052
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,448
,,,448
,,,,1179
,,,,1179
,,,,,1042
,,,,,1042
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1183
,,,,1183
,,,,,1078
,,,,,1078
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2366
,2366
,,1151
,,1151
,,,432
,,,432
,,,,1194
,,,,1194
,,,,,1045
,,,,,1045
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1183
,,,,1183
,,,,,1055
,,,,,1055
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2400
,2400
,,1151
,,1151
,,,432
,,,432
,,,,1191
,,,,1191
,,,,,1048
,,,,,1048
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1182
,,,,1182
,,,,,1039
,,,,,1039
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1180
,,,,1180
,,,,,1073
,,,,,1073
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1181
,,,,1181
,,,,,1055
,,,,,1055
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1183
,,,,1183
,,,,,1043
,,,,,1043
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1042
,,,,,1042
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1180
,,,,1180
,,,,,1046
,,,,,1046
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1148
,,1148
,,,433
,,,433
,,,,1183
,,,,1183
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,436
,,,436
,,,,1151
,,,,1151
,,,,,1051
,,,,,1051
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,435
,,,435
,,,,1151
,,,,1151
,,,,,1043
,,,,,1043
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2383
,2383
,,1151
,,1151
,,,433
,,,433
,,,,1183
,,,,1183
,,,,,1043
,,,,,1043
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,435
,,,435
,,,,1151
,,,,1151
,,,,,1041
,,,,,1041
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2383
,2383
,,1151
,,1151
,,,448
,,,448
,,,,1183
,,,,1183
,,,,,1050
,,,,,1050
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,435
,,,435
,,,,1183
,,,,1183
,,,,,1055
,,,,,1055
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2383
,2383
,,1151
,,1151
,,,435
,,,435
,,,,1183
,,,,1183
,,,,,1040
,,,,,1040
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1191
,,,,1191
,,,,,1041
,,,,,1041
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2360
,2360
,,1151
,,1151
,,,433
,,,433
,,,,1183
,,,,1183
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,450
,,,450
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1183
,,,,1183
,,,,,1055
,,,,,1055
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,434
,,,434
,,,,1183
,,,,1183
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1183
,,,,1183
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1048
,,,,,1048
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2364
,2364
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1040
,,,,,1040
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2364
,2364
,,1179
,,1179
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1008
,,,,,1008
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2360
,2360
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1151
,,,,1151
,,,,,1017
,,,,,1017
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2303
,2303
,,1151
,,1151
,,,434
,,,434
,,,,1151
,,,,1151
,,,,,1021
,,,,,1021
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,430
,,,430
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,435
,,,435
,,,,1151
,,,,1151
,,,,,1042
,,,,,1042
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1151
,,,,1151
,,,,,1011
,,,,,1011
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2366
,2366
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,435
,,,435
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2363
,2363
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1022
,,,,,1022
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1021
,,,,,1021
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1139
,,,,1139
,,,,,1009
,,,,,1009
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1048
,,,,,1048
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,433
,,,433
,,,,1148
,,,,1148
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1020
,,,,,1020
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2383
,2383
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1008
,,,,,1008
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2381
,2381
,,1151
,,1151
,,,433
,,,433
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,435
,,,435
,,,,1151
,,,,1151
,,,,,1008
,,,,,1008
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,434
,,,434
,,,,1151
,,,,1151
,,,,,1011
,,,,,1011
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2207
,2207
,,1151
,,1151
,,,435
,,,435
,,,,1151
,,,,1151
,,,,,1017
,,,,,1017
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2383
,2383
,,1151
,,1151
,,,448
,,,448
,,,,1151
,,,,1151
,,,,,1016
,,,,,1016
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,436
,,,436
,,,,1151
,,,,1151
,,,,,1008
,,,,,1008
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,434
,,,434
,,,,1151
,,,,1151
,,,,,1019
,,,,,1019
,,,,,,0
,,,,,,0
,,,,,,,0
,,,,,,,0
4095
4095
,2367
,2367
,,1151
,,1151
,,,432
,,,432
,,,,1151
,,,,1151
,,,,,1023
,,,,,1023
,,,,,,0
,,,,,,0
